id,old_category,proposed_category,confidence,reason
ef1082b6-2d4b-464d-87ce-8c9cb74e1212,"Food Safe Flavour Oil","Containers & Packaging","HIGH","Matched type Bottle/Container"
fbd9b5e8-f78f-4739-90a1-38ee779ad4b2,"Fragrance Oils","Containers & Packaging","HIGH","Matched type Bottle/Container"
ddea2365-4e8d-418f-80a8-47a232e6a8e4,"Eco-Resin & Stone Moulds","General Silicone Moulds","HIGH","Matched type General Mould"
cdeff4af-1ac5-40ff-a71d-314f20b43a7a,"Eco-Resin & Stone Moulds","Containers & Packaging","HIGH","Matched type Bottle/Container"
c0596738-b6c4-4622-96bc-5d5577dbebb4,"Fragrance Oils","Containers & Packaging","HIGH","Matched type Bottle/Container"
91db20ec-b403-492b-ad55-42153a36371c,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
f87e9852-cec6-4e41-9375-cb79be71b21b,"Containers & Packaging","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
7df0e170-24d3-4356-b8d4-8265ea60e0be,"Containers & Packaging","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
7b0cf582-d904-411b-a8db-5262dc21714e,"Eco-Resin & Stone Moulds","Containers & Packaging","HIGH","Matched type Bottle/Container"
4190c207-a3f0-4a62-9a33-892fe657f9ad,"Containers & Packaging","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
ca0f9fa7-8a4f-4980-af10-1845172fd8bd,"Candle & Pillar Moulds","Premium Bases & Waxes","HIGH","Matched type Wax/Base"
5cfb42ce-7350-4e54-936e-1c67544ae620,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
34587cfd-bd0f-4dca-8a39-300927ba7b53,"Containers & Packaging","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
0b4778b1-11e5-47ed-a469-8275f9f11255,"Containers & Packaging","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
1367549e-5869-4a47-96fc-0828030793b3,"Containers & Packaging","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
bf8d5eec-fce3-4f6a-b05d-368ca5b2479e,"Candle & Pillar Moulds","Premium Bases & Waxes","HIGH","Matched type Wax/Base"
871dfe9e-fba4-49dc-a8f3-1251ee7b4c62,"Fragrance Oils","Containers & Packaging","HIGH","Matched type Bottle/Container"
a7626f40-9123-41e5-ab02-cab6ef5af6f3,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
bd89b199-853c-483e-9e8d-d48e9d5e664b,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
6f6b8b7b-3f31-4041-a907-ef55c0bac08b,"Food Safe Flavour Oil","Containers & Packaging","HIGH","Matched type Bottle/Container"
245cf56e-2d1c-4958-a4bc-5bc864993877,"Containers & Packaging","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
d420d973-63c2-4ae5-ba92-3aa7dbd91cbc,"Containers & Packaging","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
6a5d1761-0206-42d4-a109-8c278cc115bb,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
2b8aa253-7247-41ea-842b-df26ff497ac0,"Eco-Resin & Stone Moulds","General Silicone Moulds","HIGH","Matched type General Mould"
fae6fd5b-0b0d-4245-9147-b10bc8a31dbb,"Eco-Resin & Stone Moulds","General Silicone Moulds","HIGH","Matched type General Mould"
6381827b-1f9d-4838-ae65-3968e69113b4,"Eco-Resin & Stone Moulds","General Silicone Moulds","HIGH","Matched type General Mould"
1d419730-a2bf-4e09-8da6-65441a64f030,"Eco-Resin & Stone Moulds","General Silicone Moulds","HIGH","Matched type General Mould"
a689bf5d-81ce-4db5-a37d-2310671071c2,"Containers & Packaging","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
55b9f08a-0e31-4b56-83e7-3a925c62264f,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
f4211993-7c0f-463f-8806-16b8ca4206d4,"Containers & Packaging","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
156a2ff2-b96a-4ec3-a8f1-78d789f395d0,"Containers & Packaging","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
70715a6d-0702-4ed4-b903-742d288fcd4a,"Eco-Resin & Stone Moulds","Containers & Packaging","HIGH","Matched type Bottle/Container"
56caa10f-cb8a-43b3-9dcd-143232a066ea,"Candle & Pillar Moulds","Premium Bases & Waxes","HIGH","Matched type Wax/Base"
99c25722-fa38-4bef-98b1-d2176b1abc8e,"Fragrance Oils","Containers & Packaging","HIGH","Matched type Bottle/Container"
f813a48e-adcf-41d1-a082-b4d26953d453,"Eco-Resin & Stone Moulds","Containers & Packaging","HIGH","Matched type Bottle/Container"
6f12aff2-e7ba-45e6-bfdc-02e193fcd4a7,"Fragrance Oils","Containers & Packaging","HIGH","Matched type Bottle/Container"
3d47852f-deea-4429-8960-cb259a0aaf4c,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
95106388-7391-4a80-906a-48530c5eba5b,"Containers & Packaging","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
d6e71b76-101d-4325-b699-5f00940fa922,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
221be65f-2282-408b-a736-9115952483d4,"Containers & Packaging","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
d0d582e7-b679-47aa-9d81-2a82eef496e5,"Candle & Pillar Moulds","Premium Bases & Waxes","HIGH","Matched type Wax/Base"
ff12f3ed-46ca-4dbc-9349-ddf5c7d441ca,"Food Safe Flavour Oil","Containers & Packaging","HIGH","Matched type Bottle/Container"
4016ec11-7037-4870-9b5a-1587bdb67197,"Candle & Pillar Moulds","Containers & Packaging","HIGH","Matched type Bottle/Container"
e0d9df4e-fd28-4e3d-b0cd-806c5473053f,"Food Safe Flavour Oil","Containers & Packaging","HIGH","Matched type Bottle/Container"
af377b22-d402-4bed-aa7b-940ab0456ef2,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
01016fb6-4ec4-4385-88c4-5ea178751163,"Containers & Packaging","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
3aaf35e1-bd3e-4247-b2eb-38079b429bcb,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
b5f8826f-70ed-44a1-8afa-d8ee0e36e376,"Eco-Resin & Stone Moulds","General Silicone Moulds","HIGH","Matched type General Mould"
eb7293dc-49df-4146-a20e-01e6da54d4cd,"Eco-Resin & Stone Moulds","Premium Bases & Waxes","HIGH","Matched type Wax/Base"
0b907d4a-a108-4361-8f7b-4f3e79eba452,"Fragrance Oils","Containers & Packaging","HIGH","Matched type Bottle/Container"
263528e4-e3d3-4ef8-8d8f-4a278cb34b18,"Eco-Resin & Stone Moulds","General Silicone Moulds","HIGH","Matched type General Mould"
916df47d-4817-48fe-b488-ffc64cbc1d63,"Eco-Resin & Stone Moulds","General Silicone Moulds","HIGH","Matched type General Mould"
486618d8-8755-4b9c-ab03-2c94643c64c8,"Eco-Resin & Stone Moulds","General Silicone Moulds","HIGH","Matched type General Mould"
57dab62a-12ac-4cad-a76f-a562d58a9a68,"Eco-Resin & Stone Moulds","General Silicone Moulds","HIGH","Matched type General Mould"
a6a95c52-35b0-4c3c-8d66-f03ebb8af4da,"Eco-Resin & Stone Moulds","General Silicone Moulds","HIGH","Matched type General Mould"
a855a040-582f-4b4e-a2ea-b683b00e9163,"Fragrance Oils","Containers & Packaging","HIGH","Matched type Bottle/Container"
4b19b2d8-ac06-4785-94a8-020852494b38,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
ff55ba98-aa7d-4993-8118-74b9cf0220e1,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
27910c79-66da-4f8e-b9a7-bcb577d46ff7,"Containers & Packaging","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
bde483f1-6516-47ec-9f9b-56638f63d432,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
be80fd91-fd72-4c09-afc8-fb7f2368dedf,"Candle & Pillar Moulds","Soap & Bar Moulds","HIGH","Matched type Soap Mould"
043a9992-7b2a-4b24-8054-fa748aed14b1,"Candle & Pillar Moulds","Containers & Packaging","HIGH","Matched type Bottle/Container"
80de0ce1-2355-4bd2-bac0-510268a22d45,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
114e2537-2341-425e-b6ac-615bd0347875,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
f5eb4749-ae2b-4d9f-826e-e5afb46bfdb4,"Candle & Pillar Moulds","Containers & Packaging","HIGH","Matched type Bottle/Container"
8134dca1-605b-4fa9-9e7c-c907800abd2a,"Candle & Pillar Moulds","Containers & Packaging","HIGH","Matched type Bottle/Container"
9c8d5f1d-ca11-4167-873f-6511d39bda55,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
5b1d33bc-fb39-4b5f-92a1-969476882c8c,"Containers & Packaging","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
45bc4520-3cba-4140-9bfb-fdf76210ba87,"Containers & Packaging","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
47de461d-1942-464f-8b13-155b68695a0c,"Candle & Pillar Moulds","Containers & Packaging","HIGH","Matched type Bottle/Container"
1eb91bd4-ae35-4a83-9a18-07fb56082138,"Containers & Packaging","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
8b74b581-0ca6-4525-be62-ed3e4edd9ba0,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
75d1823f-8280-4236-9a19-83db44fcf46b,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
ae966bcc-94cc-41cf-a01f-be8a75ee575d,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
320f00e4-96b1-4ac7-86cd-52be9e11076f,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
66ddd947-4a7c-4df6-a3a7-7d6cba852d98,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
71478dca-dd49-4659-b82a-8e936d511505,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
537edee6-0ea7-48ad-a63f-e5bc6b4529a3,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
13c30098-6dd6-40c2-8806-3d43f71fa9f3,"Candle & Pillar Moulds","Containers & Packaging","HIGH","Matched type Bottle/Container"
93a28d42-5013-45ab-97d3-5bc52c4c2d15,"Candle & Pillar Moulds","Containers & Packaging","HIGH","Matched type Bottle/Container"
4989ce28-8d40-4a21-afe2-5b724ad5d211,"Candle & Pillar Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
786568ee-deca-4a6d-bb11-3718d82a477a,"Pigments & Colors","Containers & Packaging","HIGH","Matched type Bottle/Container"
0b6c3578-45e5-4a56-9f38-a347eb83d816,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
97b1daf6-65db-4f62-ad19-ff1bf1944a67,"Containers & Packaging","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
fb529334-23a6-4a29-b112-e0bbc8f34557,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
14b0e92e-4de9-4c8f-9ae1-0cb780a65de9,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
74e3c8df-ee14-4daf-b7db-ba6bbd3a6f85,"Containers & Packaging","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
9e26b6e2-fb04-44f1-be79-a316b55b1dfe,"Containers & Packaging","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
884d1873-e142-41de-a8ae-55374ae930e8,"Containers & Packaging","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
092582fe-a896-4dca-9583-ac2c315fdfdf,"Containers & Packaging","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
4f6f58c9-ed93-4ba4-8be1-79d025f63516,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
b88a4f3c-15ec-47c1-9f84-aee31694b68f,"Containers & Packaging","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
48552e88-9f3b-4c15-8cf7-4b5aec26367d,"Candle & Pillar Moulds","Containers & Packaging","HIGH","Matched type Bottle/Container"
f480cc07-7b01-44a7-b908-dee150f365b1,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
600aa46c-b2be-49f4-bd88-e9f407cb90ec,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
557aa7a8-0c8f-4e6e-9703-fe46001c0c54,"Candle & Pillar Moulds","Containers & Packaging","HIGH","Matched type Bottle/Container"
904da598-dde4-47df-aeff-13bd72959bba,"Candle & Pillar Moulds","Containers & Packaging","HIGH","Matched type Bottle/Container"
5c150a8f-18ce-4b38-9f91-ca5e88e1ddf9,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
9ef67c4f-67a2-4dc5-9a7c-438fe7f2af4c,"Containers & Packaging","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
64e21e04-f9a5-4ba7-8626-775826d6a0df,"Food Safe Flavour Oil","Containers & Packaging","HIGH","Matched type Bottle/Container"
e4b93639-14dd-4996-9e6e-7517d23d3344,"Containers & Packaging","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
8508c0db-9ae6-4405-8f55-ff54ada950fa,"Candle & Pillar Moulds","Containers & Packaging","HIGH","Matched type Bottle/Container"
c9a54875-b2b3-4125-8d1d-81c1498d17c0,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
444eade1-92ac-4527-b59d-5d62dd826b73,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
8d3facca-86a2-4e78-aa64-1ab590cf3a99,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
13cb01cb-8703-4d70-939c-1aed68624a0d,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
578455ff-a950-4780-9897-9dfea93a96a5,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
10420c92-62bc-49e4-93d7-14d8041d28fc,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
42c6ab69-31c4-4cf0-8e0c-daac86477dbf,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
138c192d-18fb-4c17-8d4f-acb6de4f5d16,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
32c1d61b-beba-44da-8d32-cc123b532a94,"Candle & Pillar Moulds","Containers & Packaging","HIGH","Matched type Bottle/Container"
9338d86d-e543-4d54-8f6f-ae64dbb3acc2,"Candle & Pillar Moulds","Containers & Packaging","HIGH","Matched type Bottle/Container"
d6007088-7a9b-424c-97e1-9b1c0eb8916b,"Candle & Pillar Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
bbe1dc25-d2e3-46da-8b38-59f81d549530,"Pigments & Colors","Containers & Packaging","HIGH","Matched type Bottle/Container"
5f1a40b6-8aea-46fb-8641-1b72d995e19b,"Candle & Pillar Moulds","Containers & Packaging","HIGH","Matched type Bottle/Container"
f6176078-89d3-4320-beea-48302804a09d,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
4af9712e-68e1-40b2-9f6e-28ed876b0810,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
c6a516b0-262b-4230-be52-d9b4c2f890ff,"Candle & Pillar Moulds","Containers & Packaging","HIGH","Matched type Bottle/Container"
572374b5-d1ac-46d4-aff7-4243d086ba1c,"Candle & Pillar Moulds","Containers & Packaging","HIGH","Matched type Bottle/Container"
7284beab-d3c8-4785-bb2e-5d47b1ae96c1,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
8834a9a0-0c5a-4934-abd2-1f138b5df188,"Containers & Packaging","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
12346b6d-2faf-4fbe-b37f-7e97ab6e6d11,"Candle & Pillar Moulds","Containers & Packaging","HIGH","Matched type Bottle/Container"
c2e448fd-3670-4af4-8033-d3284419bcfb,"Containers & Packaging","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
d39f1fd8-fdc3-4104-aa88-ebaeb7e3b54b,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
dfa77d0d-2d2d-4e4b-945a-aed9f8d51ae5,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
c81ee37b-143d-4fef-a074-d0eb2d15e40d,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
df9e7eb3-e9df-49d9-ae70-71727be62149,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
aa96e35a-8453-4953-ba23-e8f7fbd5e659,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
328a2e38-37cd-4b1b-9722-c535fbf8d57d,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
cf45d69c-abeb-4635-856d-2e1bd0cc18df,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
44c94e0e-3ee9-4eac-b887-b2856398d90a,"Candle & Pillar Moulds","Containers & Packaging","HIGH","Matched type Bottle/Container"
b4bd4a66-52d6-407f-bf79-22b98ef7cffd,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
c2fa49f3-bd99-4ee1-92ae-c6743fe1a21c,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
cce45b30-4451-417b-b415-ec7e0dc184d4,"Candle & Pillar Moulds","Containers & Packaging","HIGH","Matched type Bottle/Container"
66fe0cf1-58fc-422d-ba32-952f7b77774e,"Candle & Pillar Moulds","Containers & Packaging","HIGH","Matched type Bottle/Container"
8068afd8-31f4-413e-856c-f8e7ae494fbe,"Candle & Pillar Moulds","Soap & Bar Moulds","HIGH","Matched type Soap Mould"
b200c6bd-ff0e-43fc-860c-db420a624bc2,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
b7ee42a1-a76c-486b-84dc-69ef17cf5dc8,"Containers & Packaging","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
658a86a0-8a49-4119-81bd-0329d16f4ec3,"Candle & Pillar Moulds","Containers & Packaging","HIGH","Matched type Bottle/Container"
14a9ded9-c40a-4e04-a99c-a339d79ad850,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
f7f624a9-d116-4ffc-8433-5c3c96c26daf,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
39bb8b4f-b334-40ab-b7be-4728ec8218ff,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
c4389311-72a9-48d3-9f54-6cf67482b240,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
75a09c51-13d5-46fb-9fe8-dfcea92619df,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
65191fd1-f1c8-49d9-b41d-792ebcd9d7a4,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
e2763f0a-c036-4c27-b316-4cbf117294e3,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
b95d056a-3141-43ed-a556-0ab4fa6808c2,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
40c38f2e-1755-4c24-b235-4c0616d82d3e,"Candle & Pillar Moulds","Containers & Packaging","HIGH","Matched type Bottle/Container"
d1b985cc-7a58-40ed-833c-a3a07956748b,"Candle & Pillar Moulds","Containers & Packaging","HIGH","Matched type Bottle/Container"
65692a6e-dc4a-4251-9e0e-e5bff5e7798f,"Candle & Pillar Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
6271dd48-24cd-4d6e-a04c-4140a38c2368,"Pigments & Colors","Containers & Packaging","HIGH","Matched type Bottle/Container"
78476dd5-6044-4ad7-9c55-038135f1fa53,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
61a1e599-5cf8-43cd-8d65-1324f44c4fb1,"Containers & Packaging","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
efc38268-4ebd-43a6-a34b-e48acffddc8a,"Candle & Pillar Moulds","Containers & Packaging","HIGH","Matched type Bottle/Container"
a31856cc-8a43-4e35-9850-c8a9629d9fa3,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
8ca4f387-7a4f-451f-90d2-8317ea2ee755,"Containers & Packaging","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
f2b91666-12c9-4917-aab1-b5b07a39cee1,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
7e2cda08-ae3c-4e74-93ba-7d14b4c4b1e3,"Containers & Packaging","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
35477a62-d6ab-48d0-99a5-a599da77dbad,"Containers & Packaging","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
e048da00-4970-49f7-b8a1-7987cd043285,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
cf5b5bb1-54f9-45d5-ac02-74f72c059402,"Containers & Packaging","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
4501fd62-54f4-429c-88f8-2e448f361d72,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
74479e0c-36e7-4915-a75b-67eead9ce3cb,"Premium Bases & Waxes","Containers & Packaging","HIGH","Matched type Bottle/Container"
fa0c0e5a-9ea8-4a50-96f5-c07afc06b270,"Food Safe Flavour Oil","Containers & Packaging","HIGH","Matched type Bottle/Container"
5aa7c4f5-9697-4c9a-9f9e-cbe687966faa,"Food Safe Flavour Oil","Containers & Packaging","HIGH","Matched type Bottle/Container"
efb512ab-5020-48a7-961f-5cc7ec4f92a2,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
7f9a0f1c-e9d6-4600-9dbe-f895e06fcd6d,"Candle & Pillar Moulds","Containers & Packaging","HIGH","Matched type Bottle/Container"
8e5ea196-cce7-46a2-ad9f-2014cdc36cb8,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
408ee114-f7de-4c87-b5a0-77c53c1f0f1a,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
efbb9135-b920-4480-92ff-0183f423546f,"Candle & Pillar Moulds","Containers & Packaging","HIGH","Matched type Bottle/Container"
330bf795-c14f-4105-bf2d-d09673ca443c,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
92183962-b6df-4d5d-8775-6a74fb4e3301,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
42ffd2f8-b3fd-438e-85ba-ac1d99ae00cd,"Candle & Pillar Moulds","Containers & Packaging","HIGH","Matched type Bottle/Container"
94de0be7-a3f1-4558-bed1-9a46fa9255ca,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
be3b7d1b-b50c-4e92-8879-679e18ff3c95,"Containers & Packaging","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
179c3e3d-47cf-4002-898e-f1ab38940789,"Food Safe Flavour Oil","Containers & Packaging","HIGH","Matched type Bottle/Container"
0beeb012-ea42-41b2-9343-3be4ebd6dd43,"Candle & Pillar Moulds","Containers & Packaging","HIGH","Matched type Bottle/Container"
605f5b07-b6fb-434b-bbb8-644cc703ddcb,"Containers & Packaging","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
fabc40f0-f037-46be-b211-ad02036a3e70,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
ea2209e0-264a-4bc5-9fa3-a900fd5b9561,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
06bf1a9e-193e-4269-9711-cce60072878c,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
d11b97fc-eeb1-4fa8-ac64-917aecf91cbe,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
90016305-9777-4833-9e1d-b2070da3de99,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
5b2b4c16-654d-4d9c-af35-35b7af366c9d,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
b26a9ee3-0cd8-4405-9ac4-1d84de388529,"Containers & Packaging","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
665cc6d0-7b1d-470e-ad43-27383523c2bb,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
9f392136-75b7-4f02-ad1f-f00a2144473d,"Candle & Pillar Moulds","Containers & Packaging","HIGH","Matched type Bottle/Container"
ce0d56f5-0514-4c96-987a-6cdf5529a0dd,"Candle & Pillar Moulds","Containers & Packaging","HIGH","Matched type Bottle/Container"
